,0,1,2,3,4,5,6,7,8,9,10,11,12,13
114,jl_cc97d8cc5d762a7e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Head of Artificial Intelligence (AI),BJSS,,Leeds,,,None,"ai,intelligence,artificial",None,"In the summer of 2015, building on our pedigree in the Big Data space, we hired our first Data Scientist. We now have 17 Data Scientists, a growing team of..."
115,jl_1ec46168c13a79c0,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist - NLP,Harnham,"£55,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"python,r","analysis,machine",statistics,"Data Scientist - NLP. DATA SCIENTIST - YOUR SKILLS AND EXPERTISE. As a Data Scientist you could earn up to £60,000 + benefits package...."
116,jl_343517bcf13514e0,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Data Scientist/ Developer,Leap29,,Yorkshire,,,python,None,None,Data Scientists in Sheffield I want to hear from you. Web applications and APIs will be created and as you will be working closely with data and analytics you...
117,jl_f7477c4708576c21,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Data Scientist - Customer Insight,Harnham,"£75,000 - £80,000 a year",London,6 reviews,4.8 out of 5,"python,r","analysis,intelligence,machine",degree,As a Data Scientist you will be:. The role will see you leading the delivery of insight derived from customer data in their new global innovation initiative...
118,jl_de77443100f58178,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist - Recommendations,Shop Direct,,London,225 reviews,3.9 out of 5,"python,r,sas","programming,modelling,statistical,analysis,machine","phd,statistics",Our data scientists sit closely with our software engineering team (metres away!). This is a fantastic opportunity for an experienced Data Scientist who is...
119,jl_37291376b8feddeb,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Aspire Data Recruitment,"£50,000 - £60,000 a year",London,,,python,"ai,research,machine,modelling",degree,"As well as technical experience with some of the core Python data science libraries (scikit-learn, Numpy/Scipy, pandas, matplotlib, Jupyter notebooks), you will..."
120,jl_215ebbcaf61501af,permanent,data+scientist,"<span class=""date"">30+ days ago</span>","Data Scientist, Star Exclusive",Star Actuarial Futures,,London,,,None,"machine,programming",None,"An amazing opportunity for a candidate with a passion for analytics and data science, to provide actionable insights for this insurance business...."
121,jl_78bad5208dc39c49,permanent,data+scientist,"<span class=""date"">1 day ago</span>","Data Scientist - Machine Learning, Greenfield project",Spectrum IT,"£50,000 - £70,000 a year",Southampton,,,None,"statistical,machine","statistics,degree",Data Scientist - Engineering / IT / Machine Learning. Liaise with customers to obtain appropriate data and process the data where necessary....
122,jl_743aef7870202256,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Sussex - £70K,Harnham,"£40,000 - £70,000 a year",East Sussex,6 reviews,4.8 out of 5,python,ml,None,Data Scientist - eCommerce. Help develop and manage Junior Data Scientists. The essential requirements of a Data Scientist in this role are:....
123,jl_9a0b9315c2b7eb36,permanent,data+scientist,"<span class=""date"">28 days ago</span>",Data Scientist,Planixs GRP Limited TA BrightBox Group,,Manchester,,,sql,"mining,machine,analysis,programming",None,Data Scientists we need you! Are you a passionate and driven Data Scientist with a passion to utilise data as it should be?...
124,jl_fe43527ce7861a02,permanent,data+scientist,"<span class=""date"">6 days ago</span>",Senior Data Scientist / Senior Statistical Analyst,Blue Pelican,"£50,000 - £65,000 a year",London,,,python,"programming,modelling,statistical,analysis,machine","mathematics,statistics,degree",Senior Data Scientist / Senior Statistical Analyst. We are searching for an experienced Statistical Analyst or Data Scientist to join this famous marketing...
125,jl_010c43284f46b4f9,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Data Scientist with Development Background,Leap29,,Yorkshire,,,python,None,None,"Data Scientists in Sheffield, South Yorkshire, I want to hear from you. Web applications and APIs will be created and as you will be working closely with data..."
126,jl_44af9dfb5fdbd2dc,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Data Scientist - Digital Innovation Team,Harnham,"£65,000 - £85,000 a year",London,6 reviews,4.8 out of 5,"python,r","statistical,machine",degree,As the Data Scientist you will be:. Data Innovation Team. This is an opportunity to join a leading UK insurance brand as a Data Scientist in their London tech...
127,jl_fd58e349b17ec35c,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist - sports,Harnham,"£50,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"python,r","statistical,machine,modelling",None,"Data Scientist - sports. As a Data Scientist in this team, your primary motivation will be to explore cutting-edge techniques to deliver high impact solutions...."
128,jl_225e85628ffd18bc,permanent,data+scientist,"<span class=""date"">10 days ago</span>",Data Scientist - Engineering / Machine Learning - Southampto...,Spectrum IT,"£50,000 - £70,000 a year",Southampton,,,None,"statistical,machine","statistics,degree",Data Scientist - Engineering / IT / Machine Learning. Liaise with customers to obtain appropriate data and process the data where necessary....
129,jl_b9ed3d706ccbb054,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Bitcoin - Start-up,Harnham,"£30,000 - £50,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r",ml,None,"Data Scientist - Bitcoin - Start-up. The essential requirements of a Data Scientist in this role are:. Our client is looking for a Data Scientist, who is..."
130,jl_7e9e9a2a466c565d,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Graduate/Postgraduate Content Scientist (Permanent and FTC a...,Sparx,,Exeter,4 reviews,4.3 out of 5,None,mathematical,None,"We’re not just developers, data scientists, product owners, content or education experts – we’re also cyclists, DJs, triathletes, published scholars, parents,..."
131,jl_50d5aaca913c43ac,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist/Quantitative Researcher,Harnham,"£75,000 - £120,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r",ml,None,"As a Data Scientist the remit and requirements are as follows:. They are looking for experienced Data Scientists to help maintain best practice, and continue to..."
132,jl_7965a4bd866c7441,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Bright Purple Resourcing,,Edinburgh,,,"tableau,sql","statistical,analysis,programming,modelling",None,"New and exciting opportunity for an experienced Data Scientist for leading Financial services company. Data and variable re-structuring, pre-processing and..."
133,jl_b2818934b38fd6bb,permanent,data+scientist,"<span class=""date"">30+ days ago</span>","Cyber, Sensor & Information Warfare: science and engineering...",Defence Science and Technology Laboratory,"£31,000 - £52,000 a year",Porton Down,17 reviews,2.8 out of 5,None,"research,machine,intelligence,artificial","phd,msc"," Data forensics.  Applying Data Science, Artificial Intelligence and Machine Learning to maximise Defences use of data and to build new capabilities...."
134,jl_8e3e0a2e0dd6ac2a,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Principal Data Scientist,Harnham,"£80,000 - £90,000 a year",London,6 reviews,4.8 out of 5,python,"research,machine",None,"PRINCIPAL DATA SCIENTIST. As a Principal Data Scientist, you will be:. To be considered for this Principal Data Scientist position you must have the following:...."
135,jl_904f5241ca746f74,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Risk (Fintech),Harnham,"£80,000 - £90,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","machine,programming","mathematics,bsc,statistics,msc",As a Data Scientist in this team you will be:. The Data Science team will be responsible for harnessing unstructured data and building robust machine learning...
136,jl_ab1427a1bf1d44d5,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Electron Microscopy Research Assistant,MRC Laboratory of Molecular Biology,"£22,201 - £25,976 a year",Cambridge,2 reviews,,None,research,"bsc,msc","Help users with loading specimens into the electron microscope and setting up data collections, or perform these independently...."
137,jl_5687f2b75f153096,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Data Engineer,Arnold Ash Ltd,"£60,000 - £75,000 a year",London,,,"java,python","analysis,programming",None,Data Engineer - Data Scientist - Private Equity - Training provided. Data Engineer - Data Science. The Data Engineer sits within a team that is responsible for...
138,jl_bf05febae7a0193f,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist Lead,Babylon Health,,London,,,"tableau,hadoop,nosql,hive,mongodb,r,sql,matlab","mining,programming,statistical,analysis,machine,ai",statistics,"Lead, manage & mentor a team of data analysts & data scientists. We are looking for a Data Scientist Lead that will manage a team to help us discover the..."
139,jl_6a614145b92e5387,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - R/Python,Harnham,"£55,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","research,analysis,machine","statistics,degree","Data Scientist - R/python. As Data Scientist you will be working with data from wide of sources, with the aim to deliver a more personalised customer experience..."
140,jl_bc8b54d042b59ec2,permanent,data+scientist,"<span class=""date"">16 hours ago</span>",Data Scientist - Manager,Harnham,"£70,000 - £80,000 a year",London,6 reviews,4.8 out of 5,None,"artificial,machine,intelligence,programming","mathematics,statistics,msc",Data Science Manager. Experience of working with large volumes of data. Harnham are working with one of the most exciting and disruptive media agencies (also...
141,jl_f125797279c90d00,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Senior Statistician,Government Statistical Service,"£33,150 a year",East London,,,None,"statistical,research,analysis","phd,mathematics,msc,statistics,degree"," Membership of a professional community of Methodologists, Data Scientists and Statisticians. Statisticians  Data analysis...."
142,jl_4e21ef92dcd89d02,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Engineer,Argos,,Milton Keynes,"2,609 reviews",3.8 out of 5,"hadoop,nosql,hive,cloudera,oracle,java,sql,python,shell","intelligence,programming,modelling,analysis,machine",None,"Working with data consumers (Machine Learning, Data Scientists and Reporting Analysts) to understand their requirements and to create the optimal data..."
143,jl_8d6de486c31b62ef,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,Shop Direct,,London,225 reviews,3.9 out of 5,None,"programming,modelling,statistical,analysis,machine","phd,statistics",Our data scientists sit closely with our software engineering team (metres away!). This is a fantastic opportunity for an experienced Lead Data Scientist who is...
144,jl_be87a10b63d823d2,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Bayesian,Harnham,"£65,000 - £70,000 a year",London,6 reviews,4.8 out of 5,"python,r",None,"mathematics,statistics,msc",As a Data Scientist you will be:. Utilising Bayesian methods to infer key insights on complex sets of data. Harnham are currently working with one of the world...
