MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Same_Condition,Same_exterior,Bsmt_per_sf_done,low_qual_per,total_rm,total_deck_porch,age,age_remodel,OverallScore,ExterScore,BsmtScore,GarageScore,YrMon,log_sale_price
RL,73.0,9855,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,None,0.0,CBlock,No,Unf,Unf,1436,GasA,2,Y,SBrkr,1689,1,TA,Typ,1,3,Attchd,1956.0,Unf,2,480,Y,0,0,11,2009,COD,Normal,True,True,0.0,0.0,8.0,0,53,53,2.0,2.0,2.0,2.0,2009-11-01,11.755871643580617
RL,137.0,16492,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,ALQ,Rec,557,GasA,3,Y,SBrkr,1888,1,Gd,Mod,1,3,Attchd,1966.0,Fin,2,578,Y,0,0,6,2010,WD,Normal,False,False,0.6328279499011207,0.0,8.5,0,44,8,2.0,2.5,2.0,2.0,2010-06-01,12.154779351142624
RL,69.79733110925771,11214,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,930,GasA,3,Y,SBrkr,1886,1,Gd,Typ,1,2,Attchd,1998.0,Fin,2,431,Y,0,0,7,2006,WD,Normal,True,True,0.0,0.0,12.5,89,8,7,2.5,2.5,2.5,2.0,2006-07-01,12.205572520488492
RM,50.0,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,Unf,Unf,780,GasA,2,Y,SBrkr,1376,1,TA,Typ,1,3,Detchd,1937.0,Unf,1,198,N,0,0,6,2006,WD,Normal,True,True,0.0,0.0,9.0,0,69,56,2.0,2.0,2.0,2.0,2006-06-01,11.691071650353702
RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,CBlock,No,ALQ,Unf,318,GasA,3,Y,SBrkr,1183,1,TA,Typ,0,0,Detchd,1981.0,Unf,1,308,Y,0,0,6,2007,WD,Normal,True,True,0.5100154083204931,0.0,7.5,176,59,5,2.0,2.5,2.0,2.0,2007-06-01,11.695247021764184
RM,70.0,5684,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,813,GasA,3,Y,FuseA,813,1,Gd,Typ,0,0,Detchd,1932.0,Unf,1,270,N,0,0,6,2006,WD,Normal,True,True,0.0,0.0,6.0,113,76,1,2.5,2.0,2.0,2.0,2006-06-01,11.608235644774552
RL,62.0,70761,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,1Fam,1Story,Gable,WdShngl,Plywood,None,0.0,CBlock,Gd,ALQ,Unf,878,GasA,2,Y,SBrkr,1533,1,Gd,Typ,2,2,Attchd,1975.0,Unf,2,576,Y,0,0,12,2006,WD,Normal,True,True,0.4272667971298108,0.0,8.0,254,31,31,2.5,2.0,2.5,2.0,2006-12-01,12.542544882151386
RL,69.79733110925771,9303,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,2Story,Hip,CompShg,VinylSd,BrkFace,42.0,PConc,No,ALQ,Unf,130,GasA,3,Y,SBrkr,1756,1,TA,Typ,0,0,Attchd,1996.0,Fin,2,422,Y,0,0,7,2007,WD,Normal,True,True,0.8509174311926605,0.0,10.5,266,11,10,2.0,2.5,2.5,2.0,2007-07-01,12.225875272826354
FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,768,GasA,3,Y,SBrkr,1590,1,Gd,Typ,0,0,Attchd,2008.0,RFn,2,676,Y,0,0,6,2009,WD,Normal,True,True,0.0,0.0,8.5,30,1,1,2.5,2.5,2.5,2.0,2009-06-01,12.254862809699606
RL,63.0,9297,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,1Story,Gable,CompShg,Plywood,None,0.0,CBlock,No,ALQ,Unf,122,GasA,2,Y,SBrkr,1728,2,TA,Typ,0,0,Detchd,1976.0,Unf,2,560,Y,0,0,7,2006,WD,Family,True,True,0.9293981481481481,0.0,12.0,0,30,30,2.0,2.0,2.0,2.0,2006-07-01,12.144197241812087
RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,BrkFace,320.0,CBlock,No,ALQ,Unf,326,GasA,2,Y,SBrkr,1242,1,TA,Typ,1,2,Attchd,1973.0,Unf,2,528,Y,0,0,9,2007,WD,Normal,True,True,0.7375201288244766,0.0,7.5,0,34,34,2.5,2.0,2.0,2.0,2007-09-01,12.075394321888057
RM,34.0,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,AsbShng,None,0.0,BrkTil,No,Unf,Unf,624,GasA,2,N,SBrkr,1344,1,TA,Typ,0,0,Detchd,1916.0,Unf,3,513,Y,0,0,5,2008,COD,Abnorml,True,True,0.0,0.0,8.0,96,92,58,2.0,2.0,2.0,2.0,2008-05-01,11.49272275765271
RL,69.79733110925771,53227,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,None,0.0,CBlock,Gd,BLQ,Unf,248,GasA,3,Y,SBrkr,1663,1,Gd,Min1,2,3,Attchd,1954.0,Fin,2,529,Y,0,0,3,2008,WD,Normal,True,True,0.8181818181818182,0.0,8.0,361,54,14,2.0,2.0,2.5,2.0,2008-03-01,12.4529327234617
RM,69.79733110925771,5100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Hip,CompShg,Stucco,None,0.0,PConc,No,Unf,Unf,588,GasA,2,Y,SBrkr,1666,1,Gd,Typ,1,3,Detchd,1925.0,Unf,1,228,Y,0,0,6,2008,WD,Normal,True,False,0.0,0.0,8.0,255,83,12,3.0,2.5,2.0,2.0,2008-06-01,11.9891596439666
RL,69.79733110925771,7015,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,BrkCmn,161.0,CBlock,No,LwQ,Unf,524,GasA,2,Y,SBrkr,1203,1,Gd,Typ,1,2,Detchd,1950.0,Unf,1,352,Y,0,0,7,2009,WD,Normal,True,True,0.2609308885754584,0.0,7.0,248,59,59,2.0,2.0,2.0,2.0,2009-07-01,11.608235644774552
FV,75.0,8004,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,1Fam,2Story,Gable,CompShg,VinylSd,Stone,110.0,PConc,No,GLQ,Unf,288,GasA,3,Y,SBrkr,1935,1,TA,Typ,0,0,BuiltIn,2009.0,Fin,2,552,Y,0,0,12,2009,New,Partial,False,True,0.6538461538461539,0.0,11.5,150,0,0,2.5,2.5,2.5,2.0,2009-12-01,12.481561937216318
RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,None,0.0,PConc,No,ALQ,BLQ,0,GasA,3,Y,SBrkr,1135,1,Gd,Typ,0,0,Detchd,1971.0,RFn,2,576,Y,0,0,4,2009,WD,Normal,False,True,1.0,0.0,8.0,256,73,2,3.0,3.0,3.0,2.0,2009-04-01,11.951180395901384
RL,60.0,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Rec,BLQ,0,GasA,3,Y,SBrkr,864,1,TA,Typ,1,1,Detchd,1965.0,Unf,1,360,Y,0,0,12,2009,WD,Normal,True,True,1.0,0.0,6.0,236,44,44,2.0,2.0,2.0,2.0,2009-12-01,11.041048081342682
RL,74.0,11988,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,Hip,CompShg,Stucco,None,0.0,CBlock,No,LwQ,Unf,389,GasA,2,Y,FuseA,1660,1,TA,Typ,1,3,Detchd,1939.0,Unf,1,240,Y,0,0,8,2008,WD,Normal,True,True,0.45594405594405596,0.0,7.5,0,74,13,2.5,2.0,2.0,2.0,2008-08-01,12.147913731356642
RM,69.79733110925771,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,BrkFace,18.0,PConc,No,Unf,Unf,1375,GasA,3,Y,SBrkr,1414,1,Gd,Typ,1,2,Attchd,2004.0,Fin,2,398,Y,0,0,5,2006,WD,Normal,True,True,0.0,0.0,8.0,164,2,2,2.5,2.5,2.5,2.0,2006-05-01,12.093687514935382
RL,85.0,10628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,None,0.0,CBlock,Gd,GLQ,Unf,499,GasA,2,Y,SBrkr,1277,1,TA,Typ,1,1,Attchd,1970.0,Unf,2,526,Y,0,0,4,2007,WD,Normal,True,True,0.6092404072043853,0.0,7.0,176,37,37,2.5,2.5,2.5,2.0,2007-04-01,12.025749091398891
RL,79.0,9480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,1Fam,2Story,Gable,CompShg,MetalSd,Stone,224.0,CBlock,No,LwQ,Unf,342,GasA,3,Y,SBrkr,1644,1,Gd,Typ,2,3,Attchd,1942.0,Unf,1,312,Y,0,0,6,2007,WD,Normal,False,True,0.5302197802197802,0.0,8.5,168,65,12,2.5,2.0,2.0,2.0,2007-06-01,11.894780707439258
RL,98.0,11428,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Stone,248.0,PConc,No,Unf,Unf,1626,GasA,3,Y,SBrkr,1634,1,Gd,Typ,1,3,Attchd,2006.0,RFn,3,866,Y,0,0,5,2007,WD,Normal,True,True,0.0,0.0,9.0,44,1,1,2.5,2.5,2.5,2.0,2007-05-01,12.429216196844383
RL,76.0,9291,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,1Fam,2Story,Gable,CompShg,HdBoard,BrkFace,120.0,PConc,No,GLQ,Unf,406,GasA,3,Y,SBrkr,1710,1,Gd,Typ,0,0,Attchd,1993.0,RFn,2,506,Y,0,0,6,2008,WD,Normal,False,True,0.5120192307692307,0.0,9.5,214,15,15,2.0,2.5,2.5,2.0,2008-06-01,12.138863895836725
RL,69.79733110925771,6820,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,None,0.0,PConc,Av,GLQ,BLQ,0,GasA,2,Y,SBrkr,1502,1,Gd,Typ,0,0,Attchd,1985.0,RFn,2,528,Y,0,0,6,2010,WD,Normal,True,True,1.0,0.0,6.5,194,25,25,2.5,2.5,2.5,2.0,2010-06-01,12.26434155365415
RL,92.0,11952,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,1Fam,2Story,Mansard,WdShake,WdShing,None,0.0,CBlock,No,Unf,Unf,808,GasA,2,Y,SBrkr,1969,1,TA,Typ,1,3,Attchd,1977.0,RFn,2,534,Y,0,0,11,2007,WD,Normal,False,False,0.0,0.0,10.5,276,30,30,2.5,2.0,2.5,2.0,2007-11-01,12.154779351142624
RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,BrkFace,80.0,PConc,Gd,GLQ,Unf,88,GasA,3,Y,SBrkr,1072,1,TA,Typ,0,0,Basment,2005.0,RFn,2,525,Y,0,0,6,2008,WD,Normal,True,True,0.8391224862888482,0.0,7.0,28,3,3,2.0,2.0,2.5,2.0,2008-06-01,11.904967552746252
RL,110.0,14977,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,304.0,PConc,Gd,GLQ,Unf,626,GasA,3,Y,SBrkr,1976,1,Gd,Typ,1,3,Attchd,2006.0,RFn,3,908,Y,0,0,7,2007,New,Partial,True,True,0.6831983805668016,0.0,10.0,313,1,0,2.5,2.5,2.5,2.0,2007-07-01,12.994530005894443
RL,41.0,5330,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,None,0.0,PConc,Av,GLQ,Unf,298,GasA,3,Y,SBrkr,1652,1,Ex,Typ,0,0,Attchd,2000.0,RFn,2,499,Y,0,0,8,2007,WD,Normal,True,False,0.8005354752342704,0.0,9.0,144,7,7,2.5,2.5,2.5,2.0,2007-08-01,12.43320821811392
RL,80.0,8480,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Hip,CompShg,HdBoard,None,0.0,CBlock,No,GLQ,Unf,340,GasA,2,Y,SBrkr,970,1,TA,Typ,0,0,Detchd,1996.0,Unf,2,624,Y,0,0,7,2007,WD,Normal,True,True,0.6494845360824743,0.0,7.0,216,44,44,2.0,2.0,2.0,2.0,2007-07-01,11.794337924408413
RL,75.0,13125,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,215.0,PConc,Gd,GLQ,Unf,484,GasA,3,Y,SBrkr,1493,1,Gd,Typ,1,2,Attchd,1997.0,Fin,2,508,Y,0,0,4,2008,WD,Normal,True,True,0.6725304465493911,0.0,10.0,179,11,10,2.0,2.0,2.5,2.0,2008-04-01,12.249610947544657
RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,CompShg,VinylSd,BrkFace,772.0,PConc,Av,Unf,Unf,2153,GasA,3,Y,SBrkr,2643,1,Ex,Typ,1,3,BuiltIn,2006.0,Fin,3,694,Y,0,0,3,2007,WD,Normal,True,True,0.0,0.0,11.5,498,1,1,2.5,2.5,2.5,2.0,2007-03-01,12.84792653170257
RL,79.0,10637,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,Stone,336.0,PConc,Gd,GLQ,Unf,417,GasA,3,Y,SBrkr,1718,1,Gd,Typ,1,3,Attchd,2007.0,RFn,3,826,Y,0,0,9,2009,WD,Normal,True,True,0.7554252199413489,0.0,10.0,252,2,1,2.5,2.5,2.5,2.0,2009-09-01,12.601487417784837
RM,50.0,5925,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,CompShg,Stucco,BrkCmn,435.0,BrkTil,No,Rec,Unf,739,GasA,2,Y,SBrkr,1131,1,TA,Typ,0,0,Detchd,1995.0,Unf,2,672,Y,0,0,3,2007,WD,Alloca,True,True,0.185226019845645,0.0,8.0,72,70,7,2.5,2.0,2.0,2.0,2007-03-01,11.401669829409995
RL,98.0,16033,Pave,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,BrkFace,378.0,PConc,Gd,GLQ,Unf,572,GasA,3,Y,SBrkr,1850,1,Gd,Typ,1,3,Attchd,2004.0,Fin,3,772,Y,0,0,3,2006,WD,Normal,True,True,0.6879432624113475,0.0,11.0,631,2,1,2.5,2.5,2.5,2.0,2006-03-01,12.694652660348845
RL,72.0,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,BrkFace,562.0,PConc,Gd,GLQ,Unf,225,GasA,3,Y,SBrkr,1792,1,Ex,Typ,1,3,Attchd,2003.0,Fin,3,874,Y,0,0,8,2006,WD,Normal,True,True,0.8744419642857143,0.0,9.0,255,3,2,2.5,2.5,2.5,2.0,2006-08-01,12.832011076396668
RM,50.0,2500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,Stucco,None,0.0,PConc,No,ALQ,Unf,611,GasA,3,Y,SBrkr,1826,1,Ex,Min2,1,3,Attchd,1915.0,Unf,1,164,Y,0,0,6,2009,WD,Normal,True,True,0.32857142857142857,0.0,9.5,0,94,4,3.0,2.5,2.0,2.0,2009-06-01,11.951180395901384
RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,BrkFace,116.0,PConc,No,GLQ,Unf,319,GasA,3,Y,SBrkr,1216,1,TA,Typ,0,0,Attchd,1998.0,Unf,2,402,Y,0,0,5,2006,WD,Normal,True,True,0.7376644736842105,0.0,8.0,125,8,8,2.0,2.0,2.5,2.0,2006-05-01,12.007621706806335
RL,69.79733110925771,7758,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,HdBoard,None,0.0,CBlock,No,ALQ,Unf,411,GasA,3,Y,SBrkr,999,1,Gd,Typ,0,0,Detchd,1963.0,Unf,1,264,Y,0,0,3,2007,WD,Normal,True,False,0.5885885885885885,0.0,8.0,132,45,6,2.5,2.5,2.0,2.0,2007-03-01,11.794337924408413
RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,ALQ,Unf,506,GasA,3,Y,SBrkr,1113,1,Gd,Typ,1,3,Attchd,1950.0,Unf,1,264,Y,0,0,7,2009,WD,Normal,True,True,0.5453728661275831,0.0,6.0,200,59,2,2.5,2.5,2.0,2.0,2009-07-01,11.898187865760873
RL,79.0,10289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,BrkFace,168.0,CBlock,No,ALQ,Unf,237,GasA,2,Y,SBrkr,1073,1,TA,Typ,0,0,Attchd,1965.0,RFn,2,515,Y,0,0,6,2007,WD,Normal,True,True,0.7791239515377446,0.0,8.5,0,42,42,2.5,2.0,2.0,2.0,2007-06-01,11.957611286231675
RL,70.0,12243,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,None,0.0,CBlock,Av,ALQ,Unf,486,GasA,3,Y,SBrkr,1484,1,TA,Typ,1,2,Attchd,1971.0,Unf,2,487,Y,0,0,2,2007,WD,Normal,True,True,0.6725067385444744,0.0,9.0,404,36,36,2.0,2.0,2.5,2.0,2007-02-01,12.072541252905651
RL,60.0,10800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,CBlock,No,BLQ,Unf,290,GasA,2,N,FuseA,2414,2,TA,Mod,1,3,Attchd,1970.0,Unf,2,520,N,0,0,5,2006,ConLD,Normal,True,True,0.6960167714884696,0.0,12.0,142,106,36,2.0,2.0,2.0,2.0,2006-05-01,11.982929094215963
RM,21.0,1526,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,None,0.0,CBlock,Av,GLQ,Unf,115,GasA,2,Y,SBrkr,630,1,Gd,Typ,0,0,Attchd,1970.0,Unf,1,286,Y,0,0,5,2009,WD,Normal,True,False,0.8174603174603174,0.0,5.0,0,39,7,2.5,2.5,2.5,2.0,2009-05-01,11.362102575235644
RM,69.79733110925771,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,None,0.0,PConc,Mn,Unf,Unf,264,GasA,2,Y,SBrkr,1304,1,TA,Typ,1,3,BuiltIn,1976.0,Fin,1,336,Y,0,0,6,2008,WD,Normal,True,False,0.0,0.0,5.5,165,32,32,2.0,2.0,2.5,2.0,2008-06-01,11.652687407345388
RL,79.0,9490,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,CBlock,No,BLQ,Rec,238,GasA,2,Y,FuseA,1578,1,Fa,Typ,2,2,Attchd,1941.0,Unf,1,240,Y,0,0,8,2006,WD,Normal,False,True,0.7047146401985112,0.0,7.0,32,65,56,2.5,2.0,2.0,2.0,2006-08-01,11.79810440720389
RL,105.0,15578,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,Unf,Unf,728,GasA,3,Y,SBrkr,1456,1,TA,Typ,0,0,Attchd,2006.0,RFn,2,429,Y,0,0,5,2006,New,Partial,True,True,0.0,0.0,10.5,0,0,0,2.0,2.5,2.5,2.0,2006-05-01,12.059803326028716
RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,BLQ,LwQ,363,GasA,2,Y,FuseA,1269,1,TA,Typ,1,2,Detchd,1964.0,Unf,1,308,Y,0,0,6,2008,WD,Normal,True,False,0.7139479905437353,0.0,7.5,0,48,48,2.0,2.0,2.0,2.0,2008-06-01,11.951180395901384
RM,50.0,5784,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,Unf,Unf,190,GasA,3,Y,FuseA,886,1,TA,Typ,0,0,Attchd,1938.0,Unf,1,273,Y,0,0,12,2009,WD,Normal,False,True,0.0,0.0,5.0,244,71,13,2.5,2.0,2.0,2.0,2009-12-01,11.421906066583059
RL,69.79733110925771,12692,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1Story,Hip,CompShg,BrkFace,None,0.0,PConc,No,GLQ,Unf,1969,GasA,3,Y,SBrkr,3228,1,Gd,Typ,1,3,Attchd,1992.0,RFn,2,546,Y,0,0,5,2007,WD,Normal,True,True,0.3846875,0.0,14.0,630,15,14,2.5,2.5,2.5,2.0,2007-05-01,12.971540487669746
RL,60.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,PConc,No,Rec,Unf,697,GasA,3,Y,SBrkr,1820,1,TA,Typ,0,0,Detchd,1925.0,Unf,1,240,N,0,0,6,2008,WD,Normal,True,True,0.3206627680311891,0.0,11.0,100,83,58,2.5,2.5,2.0,2.0,2008-06-01,12.122691036591123
RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,CompShg,HdBoard,BrkFace,89.0,PConc,No,ALQ,Unf,414,GasA,3,Y,SBrkr,899,1,Gd,Typ,0,0,Attchd,1967.0,Fin,1,288,Y,0,0,6,2009,WD,Normal,True,True,0.5208333333333334,0.0,6.0,64,42,5,2.5,2.0,2.0,2.0,2009-06-01,11.77528972943772
RL,70.0,7535,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,BLQ,LwQ,522,GasA,2,Y,SBrkr,912,1,TA,Typ,0,0,Attchd,1958.0,Fin,1,297,Y,0,480,6,2007,WD,Normal,True,True,0.4276315789473684,0.0,6.5,297,49,22,2.5,2.0,2.0,2.0,2007-06-01,11.695247021764184
RM,21.0,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,BrkFace,285.0,CBlock,No,BLQ,Unf,316,GasA,2,Y,SBrkr,1218,1,TA,Typ,0,0,Detchd,1973.0,Unf,1,264,Y,0,0,5,2007,WD,Normal,True,True,0.5297619047619048,0.0,8.5,172,34,34,2.0,2.0,2.0,2.0,2007-05-01,11.635143097694478
FV,75.0,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,466,GasA,3,Y,SBrkr,1768,1,Gd,Typ,0,0,Attchd,2005.0,RFn,2,603,Y,0,0,2,2008,WD,Normal,True,True,0.4618937644341801,0.0,9.5,108,3,3,2.5,2.5,2.5,2.0,2008-02-01,12.33138283649562
RL,70.0,9170,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,1Fam,1Story,Hip,CompShg,MetalSd,None,0.0,CBlock,No,ALQ,GLQ,420,GasA,3,Y,SBrkr,1214,1,TA,Typ,0,0,Detchd,1965.0,Unf,2,461,Y,0,400,4,2007,WD,Normal,False,True,0.6540362438220758,0.0,8.0,184,42,42,2.5,2.0,2.0,2.0,2007-04-01,11.84939770159144
RL,100.0,15602,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,ALQ,Unf,254,GasA,2,Y,SBrkr,1801,1,TA,Typ,2,2,Attchd,1959.0,Fin,2,484,Y,0,0,3,2010,WD,Normal,True,False,0.8307794803464357,0.0,9.0,215,51,13,3.0,2.0,2.0,2.0,2010-03-01,12.57418196709457
RL,24.0,2308,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,None,0.0,CBlock,No,ALQ,Rec,103,GasA,2,Y,SBrkr,1322,1,TA,Typ,1,2,Attchd,1974.0,Unf,2,440,Y,0,0,6,2009,WD,Normal,True,False,0.87953216374269,0.0,9.0,260,35,35,2.0,2.0,2.0,2.0,2009-06-01,11.898187865760873
RM,60.0,7596,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Duplex,2Story,Hip,CompShg,Wd Sdng,BrkFace,360.0,CBlock,No,Unf,Unf,960,GasA,3,Y,SBrkr,1960,2,TA,Typ,0,0,Detchd,1952.0,Unf,2,400,N,0,0,7,2009,COD,Normal,False,True,0.0,0.0,12.0,0,57,57,2.0,2.0,2.0,2.0,2009-07-01,11.732060994886899
RL,80.0,9554,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,BrkFace,125.0,PConc,No,GLQ,Unf,397,GasA,3,Y,SBrkr,1911,1,Gd,Typ,1,2,Attchd,1993.0,RFn,2,471,Y,0,0,9,2006,WD,Normal,True,True,0.48906048906048905,0.0,10.5,263,13,12,2.5,2.5,2.5,2.0,2006-09-01,12.2783933071098
FV,75.0,7862,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,1191,GasA,3,Y,SBrkr,1218,1,Gd,Typ,0,0,Attchd,2009.0,Fin,2,676,Y,0,0,9,2009,New,Partial,True,True,0.022167487684729065,0.0,6.0,102,0,0,2.0,2.5,2.5,2.0,2009-09-01,12.246734627249063
